District,Crime_Type,Year,Total,Prev_Year_Total,YoY_Change,YoY_Pct
Ayodhya,Assault,2018,973,737,236,32.0
Ayodhya,Assault,2019,421,973,-552,-56.7
Ayodhya,Assault,2020,981,421,560,133.0
Ayodhya,Assault,2021,657,981,-324,-33.0
Ayodhya,Assault,2022,791,657,134,20.4
Ayodhya,Assault,2023,982,791,191,24.1
Ayodhya,Burglary,2015,147,1147,-1000,-87.2
Ayodhya,Burglary,2016,126,147,-21,-14.3
Ayodhya,Burglary,2017,947,126,821,651.6
Ayodhya,Burglary,2018,821,947,-126,-13.3
Ayodhya,Burglary,2019,167,821,-654,-79.7
Ayodhya,Burglary,2020,497,167,330,197.6
Ayodhya,Burglary,2021,482,497,-15,-3.0
Ayodhya,Burglary,2022,811,482,329,68.3
Ayodhya,Burglary,2023,488,811,-323,-39.8
Ayodhya,Crimes Against Children,2019,272,523,-251,-48.0
Ayodhya,Crimes Against Children,2020,234,272,-38,-14.0
Ayodhya,Crimes Against Children,2021,326,234,92,39.3
Ayodhya,Crimes Against Children,2022,301,326,-25,-7.7
Ayodhya,Crimes Against Children,2023,271,301,-30,-10.0
Ayodhya,Crimes Against SCs,2019,216,360,-144,-40.0
Ayodhya,Crimes Against SCs,2020,215,216,-1,-0.5
Ayodhya,Crimes Against SCs,2021,199,215,-16,-7.4
Ayodhya,Crimes Against SCs,2022,222,199,23,11.6
Ayodhya,Crimes Against SCs,2023,236,222,14,6.3
Ayodhya,Crimes Against STs,2019,0,0,0,
Ayodhya,Crimes Against STs,2020,0,0,0,
Ayodhya,Crimes Against STs,2021,0,0,0,
Ayodhya,Crimes Against STs,2022,0,0,0,
Ayodhya,Crimes Against STs,2023,0,0,0,
Ayodhya,Crimes Against Women,2019,829,976,-147,-15.1
Ayodhya,Crimes Against Women,2020,781,829,-48,-5.8
Ayodhya,Crimes Against Women,2021,721,781,-60,-7.7
Ayodhya,Crimes Against Women,2022,797,721,76,10.5
Ayodhya,Crimes Against Women,2023,786,797,-11,-1.4
Ayodhya,Cyber Crimes,2019,43,42,1,2.4
Ayodhya,Cyber Crimes,2020,65,43,22,51.2
Ayodhya,Cyber Crimes,2021,31,65,-34,-52.3
Ayodhya,Cyber Crimes,2022,77,31,46,148.4
Ayodhya,Cyber Crimes,2023,80,77,3,3.9
Ayodhya,Cybercrime,2015,693,661,32,4.8
Ayodhya,Cybercrime,2016,910,693,217,31.3
Ayodhya,Cybercrime,2017,273,910,-637,-70.0
Ayodhya,Cybercrime,2018,104,273,-169,-61.9
Ayodhya,Cybercrime,2019,935,104,831,799.0
Ayodhya,Cybercrime,2020,901,935,-34,-3.6
Ayodhya,Cybercrime,2021,355,901,-546,-60.6
Ayodhya,Cybercrime,2022,258,355,-97,-27.3
Ayodhya,Cybercrime,2023,471,258,213,82.6
Ayodhya,Dowry Deaths,2015,1023,403,620,153.8
Ayodhya,Dowry Deaths,2016,344,1023,-679,-66.4
Ayodhya,Dowry Deaths,2017,90,344,-254,-73.8
Ayodhya,Dowry Deaths,2018,311,90,221,245.6
Ayodhya,Dowry Deaths,2019,692,311,381,122.5
Ayodhya,Dowry Deaths,2020,1070,692,378,54.6
Ayodhya,Dowry Deaths,2021,330,1070,-740,-69.2
Ayodhya,Dowry Deaths,2022,789,330,459,139.1
Ayodhya,Dowry Deaths,2023,893,789,104,13.2
Ayodhya,Fraud,2015,729,825,-96,-11.6
Ayodhya,Fraud,2016,1056,729,327,44.9
Ayodhya,Fraud,2017,630,1056,-426,-40.3
Ayodhya,Fraud,2018,1160,630,530,84.1
Ayodhya,Fraud,2019,440,1160,-720,-62.1
Ayodhya,Fraud,2020,142,440,-298,-67.7
Ayodhya,Fraud,2021,343,142,201,141.5
Ayodhya,Fraud,2022,1075,343,732,213.4
Ayodhya,Fraud,2023,183,1075,-892,-83.0
Ayodhya,IPC Crimes,2019,5406,4616,790,17.1
Ayodhya,IPC Crimes,2020,5756,5406,350,6.5
Ayodhya,IPC Crimes,2021,5132,5756,-624,-10.8
Ayodhya,IPC Crimes,2022,4801,5132,-331,-6.4
Ayodhya,IPC Crimes,2023,5499,4801,698,14.5
Ayodhya,Juvenile IPC,2019,0,0,0,
Ayodhya,Juvenile IPC,2020,2,0,2,inf
Ayodhya,Juvenile IPC,2021,3,2,1,50.0
Ayodhya,Juvenile IPC,2022,1,3,-2,-66.7
Ayodhya,Juvenile IPC,2023,0,1,-1,-100.0
Ayodhya,Juvenile SLL,2019,0,0,0,
Ayodhya,Juvenile SLL,2020,0,0,0,
Ayodhya,Juvenile SLL,2021,2,0,2,inf
Ayodhya,Juvenile SLL,2022,2,2,0,0.0
Ayodhya,Juvenile SLL,2023,0,2,-2,-100.0
Ayodhya,Kidnapping,2015,916,958,-42,-4.4
Ayodhya,Kidnapping,2016,833,916,-83,-9.1
Ayodhya,Kidnapping,2017,373,833,-460,-55.2
Ayodhya,Kidnapping,2018,992,373,619,166.0
Ayodhya,Kidnapping,2019,117,992,-875,-88.2
Ayodhya,Kidnapping,2020,427,117,310,265.0
Ayodhya,Kidnapping,2021,269,427,-158,-37.0
Ayodhya,Kidnapping,2022,1168,269,899,334.2
Ayodhya,Kidnapping,2023,67,1168,-1101,-94.3
Ayodhya,Missing Persons,2019,0,0,0,
Ayodhya,Missing Persons,2020,0,0,0,
Ayodhya,Missing Persons,2021,109,0,109,inf
Ayodhya,Missing Persons,2022,112,109,3,2.8
Ayodhya,Missing Persons,2023,84,112,-28,-25.0
Ayodhya,Murder,2015,1102,39,1063,2725.6
Ayodhya,Murder,2016,737,1102,-365,-33.1
Ayodhya,Murder,2017,468,737,-269,-36.5
Ayodhya,Murder,2018,865,468,397,84.8
Ayodhya,Murder,2019,1135,865,270,31.2
Ayodhya,Murder,2020,1067,1135,-68,-6.0
Ayodhya,Murder,2021,1005,1067,-62,-5.8
Ayodhya,Murder,2022,40,1005,-965,-96.0
Ayodhya,Murder,2023,578,40,538,1345.0
Ayodhya,Rape,2015,605,826,-221,-26.8
Ayodhya,Rape,2016,849,605,244,40.3
Ayodhya,Rape,2017,275,849,-574,-67.6
Ayodhya,Rape,2018,47,275,-228,-82.9
Ayodhya,Rape,2019,419,47,372,791.5
Ayodhya,Rape,2020,409,419,-10,-2.4
Ayodhya,Rape,2021,478,409,69,16.9
Ayodhya,Rape,2022,1017,478,539,112.8
Ayodhya,Rape,2023,428,1017,-589,-57.9
Ayodhya,Robbery,2015,1002,924,78,8.4
Ayodhya,Robbery,2016,1185,1002,183,18.3
Ayodhya,Robbery,2017,337,1185,-848,-71.6
Ayodhya,Robbery,2018,551,337,214,63.5
Ayodhya,Robbery,2019,402,551,-149,-27.0
Ayodhya,Robbery,2020,66,402,-336,-83.6
Ayodhya,Robbery,2021,718,66,652,987.9
Ayodhya,Robbery,2022,222,718,-496,-69.1
Ayodhya,Robbery,2023,121,222,-101,-45.5
Ayodhya,SLL Crimes,2019,3278,2903,375,12.9
Ayodhya,SLL Crimes,2020,3832,3278,554,16.9
Ayodhya,SLL Crimes,2021,3859,3832,27,0.7
Ayodhya,SLL Crimes,2022,3780,3859,-79,-2.0
Ayodhya,SLL Crimes,2023,4034,3780,254,6.7
Ayodhya,Theft,2015,1047,219,828,378.1
Ayodhya,Theft,2016,52,1047,-995,-95.0
Ayodhya,Theft,2017,457,52,405,778.8
Ayodhya,Theft,2018,989,457,532,116.4
Ayodhya,Theft,2019,314,989,-675,-68.3
Ayodhya,Theft,2020,1177,314,863,274.8
Ayodhya,Theft,2021,615,1177,-562,-47.7
Ayodhya,Theft,2022,565,615,-50,-8.1
Ayodhya,Theft,2023,383,565,-182,-32.2
Azamgarh,Crimes Against Children,2018,183,165,18,10.9
Azamgarh,Crimes Against Children,2019,189,183,6,3.3
Azamgarh,Crimes Against Children,2020,152,189,-37,-19.6
Azamgarh,Crimes Against Children,2021,288,152,136,89.5
Azamgarh,Crimes Against Children,2022,391,288,103,35.8
Azamgarh,Crimes Against Children,2023,563,391,172,44.0
Azamgarh,Crimes Against SCs,2018,264,185,79,42.7
Azamgarh,Crimes Against SCs,2019,207,264,-57,-21.6
Azamgarh,Crimes Against SCs,2020,237,207,30,14.5
Azamgarh,Crimes Against SCs,2021,198,237,-39,-16.5
Azamgarh,Crimes Against SCs,2022,290,198,92,46.5
Azamgarh,Crimes Against SCs,2023,321,290,31,10.7
Azamgarh,Crimes Against STs,2016,0,6,-6,-100.0
Azamgarh,Crimes Against STs,2018,0,0,0,
Azamgarh,Crimes Against STs,2019,0,0,0,
Azamgarh,Crimes Against STs,2020,3,0,3,inf
Azamgarh,Crimes Against STs,2021,4,3,1,33.3
Azamgarh,Crimes Against STs,2022,3,4,-1,-25.0
Azamgarh,Crimes Against STs,2023,4,3,1,33.3
Azamgarh,Crimes Against Women,2018,770,651,119,18.3
Azamgarh,Crimes Against Women,2019,878,770,108,14.0
Azamgarh,Crimes Against Women,2020,762,878,-116,-13.2
Azamgarh,Crimes Against Women,2021,711,762,-51,-6.7
Azamgarh,Crimes Against Women,2022,1229,711,518,72.9
Azamgarh,Crimes Against Women,2023,1746,1229,517,42.1
Azamgarh,Cyber Crimes,2019,71,102,-31,-30.4
Azamgarh,Cyber Crimes,2020,97,71,26,36.6
Azamgarh,Cyber Crimes,2021,63,97,-34,-35.1
Azamgarh,Cyber Crimes,2022,130,63,67,106.3
Azamgarh,Cyber Crimes,2023,203,130,73,56.2
Azamgarh,IPC Crimes,2018,3959,4121,-162,-3.9
Azamgarh,IPC Crimes,2019,4207,3959,248,6.3
Azamgarh,IPC Crimes,2020,4414,4207,207,4.9
Azamgarh,IPC Crimes,2021,4778,4414,364,8.2
Azamgarh,IPC Crimes,2022,7846,4778,3068,64.2
Azamgarh,IPC Crimes,2023,9332,7846,1486,18.9
Azamgarh,Juvenile IPC,2019,53,0,53,inf
Azamgarh,Juvenile IPC,2020,0,53,-53,-100.0
Azamgarh,Juvenile IPC,2021,0,0,0,
Azamgarh,Juvenile IPC,2022,0,0,0,
Azamgarh,Juvenile IPC,2023,0,0,0,
Azamgarh,Juvenile SLL,2019,1,0,1,inf
Azamgarh,Juvenile SLL,2020,0,1,-1,-100.0
Azamgarh,Juvenile SLL,2021,0,0,0,
Azamgarh,Juvenile SLL,2022,0,0,0,
Azamgarh,Juvenile SLL,2023,0,0,0,
Azamgarh,Missing Persons,2019,0,0,0,
Azamgarh,Missing Persons,2020,0,0,0,
Azamgarh,Missing Persons,2021,406,0,406,inf
Azamgarh,Missing Persons,2022,281,406,-125,-30.8
Azamgarh,Missing Persons,2023,495,281,214,76.2
Azamgarh,SLL Crimes,2018,1656,1555,101,6.5
Azamgarh,SLL Crimes,2019,2069,1656,413,24.9
Azamgarh,SLL Crimes,2020,1828,2069,-241,-11.6
Azamgarh,SLL Crimes,2021,1564,1828,-264,-14.4
Azamgarh,SLL Crimes,2022,2565,1564,1001,64.0
Azamgarh,SLL Crimes,2023,8321,2565,5756,224.4
Badaun,Crimes Against Children,2018,191,289,-98,-33.9
Badaun,Crimes Against Children,2019,63,191,-128,-67.0
Badaun,Crimes Against Children,2020,176,63,113,179.4
Badaun,Crimes Against Children,2021,193,176,17,9.7
Badaun,Crimes Against Children,2022,263,193,70,36.3
Badaun,Crimes Against Children,2023,202,263,-61,-23.2
Badaun,Crimes Against SCs,2018,171,87,84,96.6
Badaun,Crimes Against SCs,2019,103,171,-68,-39.8
Badaun,Crimes Against SCs,2020,95,103,-8,-7.8
Badaun,Crimes Against SCs,2021,108,95,13,13.7
Badaun,Crimes Against SCs,2022,168,108,60,55.6
Badaun,Crimes Against SCs,2023,172,168,4,2.4
Badaun,Crimes Against STs,2016,0,5,-5,-100.0
Badaun,Crimes Against STs,2018,0,0,0,
Badaun,Crimes Against STs,2019,1,0,1,inf
Badaun,Crimes Against STs,2020,0,1,-1,-100.0
Badaun,Crimes Against STs,2021,0,0,0,
Badaun,Crimes Against STs,2022,0,0,0,
Badaun,Crimes Against STs,2023,0,0,0,
Badaun,Crimes Against Women,2018,957,684,273,39.9
Badaun,Crimes Against Women,2019,577,957,-380,-39.7
Badaun,Crimes Against Women,2020,611,577,34,5.9
Badaun,Crimes Against Women,2021,777,611,166,27.2
Badaun,Crimes Against Women,2022,1234,777,457,58.8
Badaun,Crimes Against Women,2023,1183,1234,-51,-4.1
Badaun,Cyber Crimes,2019,28,49,-21,-42.9
Badaun,Cyber Crimes,2020,26,28,-2,-7.1
Badaun,Cyber Crimes,2021,36,26,10,38.5
Badaun,Cyber Crimes,2022,61,36,25,69.4
Badaun,Cyber Crimes,2023,66,61,5,8.2
Badaun,IPC Crimes,2018,4291,3725,566,15.2
Badaun,IPC Crimes,2019,3247,4291,-1044,-24.3
Badaun,IPC Crimes,2020,3625,3247,378,11.6
Badaun,IPC Crimes,2021,4116,3625,491,13.5
Badaun,IPC Crimes,2022,5856,4116,1740,42.3
Badaun,IPC Crimes,2023,5639,5856,-217,-3.7
Badaun,Juvenile IPC,2019,20,17,3,17.6
Badaun,Juvenile IPC,2020,18,20,-2,-10.0
Badaun,Juvenile IPC,2021,11,18,-7,-38.9
Badaun,Juvenile IPC,2022,16,11,5,45.5
Badaun,Juvenile IPC,2023,20,16,4,25.0
Badaun,Juvenile SLL,2019,7,0,7,inf
Badaun,Juvenile SLL,2020,2,7,-5,-71.4
Badaun,Juvenile SLL,2021,5,2,3,150.0
Badaun,Juvenile SLL,2022,20,5,15,300.0
Badaun,Juvenile SLL,2023,14,20,-6,-30.0
Badaun,Missing Persons,2019,0,0,0,
Badaun,Missing Persons,2020,0,0,0,
Badaun,Missing Persons,2021,136,0,136,inf
Badaun,Missing Persons,2022,198,136,62,45.6
Badaun,Missing Persons,2023,193,198,-5,-2.5
Badaun,SLL Crimes,2018,3348,3996,-648,-16.2
Badaun,SLL Crimes,2019,3746,3348,398,11.9
Badaun,SLL Crimes,2020,3692,3746,-54,-1.4
Badaun,SLL Crimes,2021,5273,3692,1581,42.8
Badaun,SLL Crimes,2022,7440,5273,2167,41.1
Badaun,SLL Crimes,2023,4337,7440,-3103,-41.7
Baghpat,Crimes Against Children,2018,187,136,51,37.5
Baghpat,Crimes Against Children,2019,175,187,-12,-6.4
Baghpat,Crimes Against Children,2020,163,175,-12,-6.9
Baghpat,Crimes Against Children,2021,242,163,79,48.5
Baghpat,Crimes Against Children,2022,268,242,26,10.7
Baghpat,Crimes Against Children,2023,221,268,-47,-17.5
Baghpat,Crimes Against SCs,2018,55,26,29,111.5
Baghpat,Crimes Against SCs,2019,59,55,4,7.3
Baghpat,Crimes Against SCs,2020,47,59,-12,-20.3
Baghpat,Crimes Against SCs,2021,53,47,6,12.8
Baghpat,Crimes Against SCs,2022,70,53,17,32.1
Baghpat,Crimes Against SCs,2023,45,70,-25,-35.7
Baghpat,Crimes Against STs,2016,0,3,-3,-100.0
Baghpat,Crimes Against STs,2018,0,0,0,
Baghpat,Crimes Against STs,2019,0,0,0,
Baghpat,Crimes Against STs,2020,0,0,0,
Baghpat,Crimes Against STs,2021,0,0,0,
Baghpat,Crimes Against STs,2022,0,0,0,
Baghpat,Crimes Against STs,2023,0,0,0,
Baghpat,Crimes Against Women,2018,335,365,-30,-8.2
Baghpat,Crimes Against Women,2019,422,335,87,26.0
Baghpat,Crimes Against Women,2020,401,422,-21,-5.0
Baghpat,Crimes Against Women,2021,469,401,68,17.0
Baghpat,Crimes Against Women,2022,606,469,137,29.2
Baghpat,Crimes Against Women,2023,534,606,-72,-11.9
Baghpat,Cyber Crimes,2019,35,27,8,29.6
Baghpat,Cyber Crimes,2020,70,35,35,100.0
Baghpat,Cyber Crimes,2021,92,70,22,31.4
Baghpat,Cyber Crimes,2022,260,92,168,182.6
Baghpat,Cyber Crimes,2023,335,260,75,28.8
Baghpat,IPC Crimes,2018,2573,2139,434,20.3
Baghpat,IPC Crimes,2019,2655,2573,82,3.2
Baghpat,IPC Crimes,2020,2922,2655,267,10.1
Baghpat,IPC Crimes,2021,3611,2922,689,23.6
Baghpat,IPC Crimes,2022,3792,3611,181,5.0
Baghpat,IPC Crimes,2023,3281,3792,-511,-13.5
Baghpat,Juvenile IPC,2019,0,0,0,
Baghpat,Juvenile IPC,2020,0,0,0,
Baghpat,Juvenile IPC,2021,0,0,0,
Baghpat,Juvenile IPC,2022,0,0,0,
Baghpat,Juvenile IPC,2023,0,0,0,
Baghpat,Juvenile SLL,2019,0,0,0,
Baghpat,Juvenile SLL,2020,0,0,0,
Baghpat,Juvenile SLL,2021,0,0,0,
Baghpat,Juvenile SLL,2022,0,0,0,
Baghpat,Juvenile SLL,2023,0,0,0,
Baghpat,Missing Persons,2019,0,0,0,
Baghpat,Missing Persons,2020,0,0,0,
Baghpat,Missing Persons,2021,163,0,163,inf
Baghpat,Missing Persons,2022,200,163,37,22.7
Baghpat,Missing Persons,2023,120,200,-80,-40.0
Baghpat,SLL Crimes,2018,2417,2011,406,20.2
Baghpat,SLL Crimes,2019,2363,2417,-54,-2.2
Baghpat,SLL Crimes,2020,1950,2363,-413,-17.5
Baghpat,SLL Crimes,2021,2016,1950,66,3.4
Baghpat,SLL Crimes,2022,1488,2016,-528,-26.2
Baghpat,SLL Crimes,2023,4409,1488,2921,196.3
Bahraich,Crimes Against Children,2018,114,157,-43,-27.4
Bahraich,Crimes Against Children,2019,227,114,113,99.1
Bahraich,Crimes Against Children,2020,133,227,-94,-41.4
Bahraich,Crimes Against Children,2021,271,133,138,103.8
Bahraich,Crimes Against Children,2022,348,271,77,28.4
Bahraich,Crimes Against Children,2023,474,348,126,36.2
Bahraich,Crimes Against SCs,2018,246,221,25,11.3
Bahraich,Crimes Against SCs,2019,246,246,0,0.0
Bahraich,Crimes Against SCs,2020,352,246,106,43.1
Bahraich,Crimes Against SCs,2021,323,352,-29,-8.2
Bahraich,Crimes Against SCs,2022,347,323,24,7.4
Bahraich,Crimes Against SCs,2023,348,347,1,0.3
Bahraich,Crimes Against STs,2016,0,2,-2,-100.0
Bahraich,Crimes Against STs,2018,0,0,0,
Bahraich,Crimes Against STs,2019,0,0,0,
Bahraich,Crimes Against STs,2020,0,0,0,
Bahraich,Crimes Against STs,2021,0,0,0,
Bahraich,Crimes Against STs,2022,0,0,0,
Bahraich,Crimes Against STs,2023,0,0,0,
Bahraich,Crimes Against Women,2018,976,682,294,43.1
Bahraich,Crimes Against Women,2019,1124,976,148,15.2
Bahraich,Crimes Against Women,2020,918,1124,-206,-18.3
Bahraich,Crimes Against Women,2021,1417,918,499,54.4
Bahraich,Crimes Against Women,2022,2042,1417,625,44.1
Bahraich,Crimes Against Women,2023,2074,2042,32,1.6
Bahraich,Cyber Crimes,2019,62,48,14,29.2
Bahraich,Cyber Crimes,2020,93,62,31,50.0
Bahraich,Cyber Crimes,2021,56,93,-37,-39.8
Bahraich,Cyber Crimes,2022,79,56,23,41.1
Bahraich,Cyber Crimes,2023,125,79,46,58.2
Bahraich,IPC Crimes,2018,4141,3458,683,19.8
Bahraich,IPC Crimes,2019,7061,4141,2920,70.5
Bahraich,IPC Crimes,2020,5689,7061,-1372,-19.4
Bahraich,IPC Crimes,2021,5822,5689,133,2.3
Bahraich,IPC Crimes,2022,8050,5822,2228,38.3
Bahraich,IPC Crimes,2023,8485,8050,435,5.4
Bahraich,Juvenile IPC,2019,0,0,0,
Bahraich,Juvenile IPC,2020,0,0,0,
Bahraich,Juvenile IPC,2021,0,0,0,
Bahraich,Juvenile IPC,2022,5,0,5,inf
Bahraich,Juvenile IPC,2023,1,5,-4,-80.0
Bahraich,Juvenile SLL,2019,1,0,1,inf
Bahraich,Juvenile SLL,2020,0,1,-1,-100.0
Bahraich,Juvenile SLL,2021,0,0,0,
Bahraich,Juvenile SLL,2022,9,0,9,inf
Bahraich,Juvenile SLL,2023,15,9,6,66.7
Bahraich,Missing Persons,2019,0,0,0,
Bahraich,Missing Persons,2020,0,0,0,
Bahraich,Missing Persons,2021,0,0,0,
Bahraich,Missing Persons,2022,263,0,263,inf
Bahraich,Missing Persons,2023,182,263,-81,-30.8
Bahraich,SLL Crimes,2018,2754,2655,99,3.7
Bahraich,SLL Crimes,2019,2867,2754,113,4.1
Bahraich,SLL Crimes,2020,3570,2867,703,24.5
Bahraich,SLL Crimes,2021,3324,3570,-246,-6.9
Bahraich,SLL Crimes,2022,3265,3324,-59,-1.8
Bahraich,SLL Crimes,2023,4264,3265,999,30.6
Ballia,Assault,2015,344,695,-351,-50.5
Ballia,Assault,2016,264,344,-80,-23.3
Ballia,Assault,2017,655,264,391,148.1
Ballia,Assault,2018,216,655,-439,-67.0
Ballia,Assault,2019,712,216,496,229.6
Ballia,Assault,2020,65,712,-647,-90.9
Ballia,Assault,2021,778,65,713,1096.9
Ballia,Assault,2022,652,778,-126,-16.2
Ballia,Assault,2023,1192,652,540,82.8
Ballia,Burglary,2015,108,435,-327,-75.2
Ballia,Burglary,2016,32,108,-76,-70.4
Ballia,Burglary,2017,759,32,727,2271.9
Ballia,Burglary,2018,719,759,-40,-5.3
Ballia,Burglary,2019,386,719,-333,-46.3
Ballia,Burglary,2020,853,386,467,121.0
Ballia,Burglary,2021,547,853,-306,-35.9
Ballia,Burglary,2022,302,547,-245,-44.8
Ballia,Burglary,2023,580,302,278,92.1
Ballia,Crimes Against Children,2018,397,247,150,60.7
Ballia,Crimes Against Children,2019,193,397,-204,-51.4
Ballia,Crimes Against Children,2020,97,193,-96,-49.7
Ballia,Crimes Against Children,2021,131,97,34,35.1
Ballia,Crimes Against Children,2022,172,131,41,31.3
Ballia,Crimes Against Children,2023,218,172,46,26.7
Ballia,Crimes Against SCs,2018,85,202,-117,-57.9
Ballia,Crimes Against SCs,2019,65,85,-20,-23.5
Ballia,Crimes Against SCs,2020,92,65,27,41.5
Ballia,Crimes Against SCs,2021,122,92,30,32.6
Ballia,Crimes Against SCs,2022,163,122,41,33.6
Ballia,Crimes Against SCs,2023,160,163,-3,-1.8
Ballia,Crimes Against STs,2016,0,2,-2,-100.0
Ballia,Crimes Against STs,2018,0,0,0,
Ballia,Crimes Against STs,2019,7,0,7,inf
Ballia,Crimes Against STs,2020,0,7,-7,-100.0
Ballia,Crimes Against STs,2021,0,0,0,
Ballia,Crimes Against STs,2022,0,0,0,
Ballia,Crimes Against STs,2023,0,0,0,
Ballia,Crimes Against Women,2018,764,489,275,56.2
Ballia,Crimes Against Women,2019,543,764,-221,-28.9
Ballia,Crimes Against Women,2020,370,543,-173,-31.9
Ballia,Crimes Against Women,2021,470,370,100,27.0
Ballia,Crimes Against Women,2022,611,470,141,30.0
Ballia,Crimes Against Women,2023,677,611,66,10.8
Ballia,Cyber Crimes,2019,51,35,16,45.7
Ballia,Cyber Crimes,2020,28,51,-23,-45.1
Ballia,Cyber Crimes,2021,50,28,22,78.6
Ballia,Cyber Crimes,2022,71,50,21,42.0
Ballia,Cyber Crimes,2023,82,71,11,15.5
Ballia,Cybercrime,2015,993,420,573,136.4
Ballia,Cybercrime,2016,273,993,-720,-72.5
Ballia,Cybercrime,2017,767,273,494,181.0
Ballia,Cybercrime,2018,214,767,-553,-72.1
Ballia,Cybercrime,2019,715,214,501,234.1
Ballia,Cybercrime,2020,698,715,-17,-2.4
Ballia,Cybercrime,2021,208,698,-490,-70.2
Ballia,Cybercrime,2022,882,208,674,324.0
Ballia,Cybercrime,2023,753,882,-129,-14.6
Ballia,Dowry Deaths,2015,813,435,378,86.9
Ballia,Dowry Deaths,2016,683,813,-130,-16.0
Ballia,Dowry Deaths,2017,522,683,-161,-23.6
Ballia,Dowry Deaths,2018,978,522,456,87.4
Ballia,Dowry Deaths,2019,561,978,-417,-42.6
Ballia,Dowry Deaths,2020,781,561,220,39.2
Ballia,Dowry Deaths,2021,236,781,-545,-69.8
Ballia,Dowry Deaths,2022,1180,236,944,400.0
Ballia,Dowry Deaths,2023,288,1180,-892,-75.6
Ballia,Fraud,2015,337,941,-604,-64.2
Ballia,Fraud,2016,394,337,57,16.9
Ballia,Fraud,2017,405,394,11,2.8
Ballia,Fraud,2018,1072,405,667,164.7
Ballia,Fraud,2019,384,1072,-688,-64.2
Ballia,Fraud,2020,509,384,125,32.6
Ballia,Fraud,2021,865,509,356,69.9
Ballia,Fraud,2022,1019,865,154,17.8
Ballia,Fraud,2023,146,1019,-873,-85.7
Ballia,IPC Crimes,2018,2780,2796,-16,-0.6
Ballia,IPC Crimes,2019,1504,2780,-1276,-45.9
Ballia,IPC Crimes,2020,1811,1504,307,20.4
Ballia,IPC Crimes,2021,2396,1811,585,32.3
Ballia,IPC Crimes,2022,4075,2396,1679,70.1
Ballia,IPC Crimes,2023,5256,4075,1181,29.0
Ballia,Juvenile IPC,2019,0,0,0,
Ballia,Juvenile IPC,2020,0,0,0,
Ballia,Juvenile IPC,2021,0,0,0,
Ballia,Juvenile IPC,2022,0,0,0,
Ballia,Juvenile IPC,2023,0,0,0,
Ballia,Juvenile SLL,2019,0,0,0,
Ballia,Juvenile SLL,2020,0,0,0,
Ballia,Juvenile SLL,2021,0,0,0,
Ballia,Juvenile SLL,2022,0,0,0,
Ballia,Juvenile SLL,2023,0,0,0,
Ballia,Kidnapping,2015,979,998,-19,-1.9
Ballia,Kidnapping,2016,710,979,-269,-27.5
Ballia,Kidnapping,2017,159,710,-551,-77.6
Ballia,Kidnapping,2018,1034,159,875,550.3
Ballia,Kidnapping,2019,230,1034,-804,-77.8
Ballia,Kidnapping,2020,136,230,-94,-40.9
Ballia,Kidnapping,2021,354,136,218,160.3
Ballia,Kidnapping,2022,431,354,77,21.8
Ballia,Kidnapping,2023,621,431,190,44.1
Ballia,Missing Persons,2019,0,0,0,
Ballia,Missing Persons,2020,0,0,0,
Ballia,Missing Persons,2021,173,0,173,inf
Ballia,Missing Persons,2022,357,173,184,106.4
Ballia,Missing Persons,2023,341,357,-16,-4.5
Ballia,Murder,2015,691,764,-73,-9.6
Ballia,Murder,2016,110,691,-581,-84.1
Ballia,Murder,2017,863,110,753,684.5
Ballia,Murder,2018,1035,863,172,19.9
Ballia,Murder,2019,432,1035,-603,-58.3
Ballia,Murder,2020,446,432,14,3.2
Ballia,Murder,2021,729,446,283,63.5
Ballia,Murder,2022,1013,729,284,39.0
Ballia,Murder,2023,1171,1013,158,15.6
Ballia,Rape,2015,738,1181,-443,-37.5
Ballia,Rape,2016,83,738,-655,-88.8
Ballia,Rape,2017,22,83,-61,-73.5
Ballia,Rape,2018,222,22,200,909.1
Ballia,Rape,2019,41,222,-181,-81.5
Ballia,Rape,2020,764,41,723,1763.4
Ballia,Rape,2021,380,764,-384,-50.3
Ballia,Rape,2022,488,380,108,28.4
Ballia,Rape,2023,1016,488,528,108.2
Ballia,Robbery,2015,798,465,333,71.6
Ballia,Robbery,2016,926,798,128,16.0
Ballia,Robbery,2017,865,926,-61,-6.6
Ballia,Robbery,2018,480,865,-385,-44.5
Ballia,Robbery,2019,979,480,499,104.0
Ballia,Robbery,2020,80,979,-899,-91.8
Ballia,Robbery,2021,700,80,620,775.0
Ballia,Robbery,2022,126,700,-574,-82.0
Ballia,Robbery,2023,1062,126,936,742.9
Ballia,SLL Crimes,2018,1327,1333,-6,-0.5
Ballia,SLL Crimes,2019,1931,1327,604,45.5
Ballia,SLL Crimes,2020,2917,1931,986,51.1
Ballia,SLL Crimes,2021,2891,2917,-26,-0.9
Ballia,SLL Crimes,2022,3131,2891,240,8.3
Ballia,SLL Crimes,2023,2879,3131,-252,-8.0
Ballia,Theft,2015,545,960,-415,-43.2
Ballia,Theft,2016,982,545,437,80.2
Ballia,Theft,2017,821,982,-161,-16.4
Ballia,Theft,2018,477,821,-344,-41.9
Ballia,Theft,2019,790,477,313,65.6
Ballia,Theft,2020,643,790,-147,-18.6
Ballia,Theft,2021,437,643,-206,-32.0
Ballia,Theft,2022,616,437,179,41.0
